epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,409.01,1.05073,3.50987,0.20057,1.0708,1.27948,0.90909,0.65574,0.65318,0.37623,0.90291,0.62295,0.61779,0.26185,1.32147,2.85966,0.01129,0.89805,1.46408,0.0004688,0.0004688,0.0004688
118,412.57,0.9612,3.46683,0.22191,1.04565,1.27525,0.91111,0.67213,0.67144,0.37679,0.90303,0.62295,0.62645,0.25663,1.33938,2.93756,0.01154,0.90091,1.48745,0.0004556,0.0004556,0.0004556
119,416.043,1.04529,3.5985,0.1952,1.05277,1.27083,0.91111,0.67213,0.67183,0.39284,0.90141,0.63934,0.626,0.25873,1.32166,2.92786,0.0124,0.8859,1.47351,0.0004424,0.0004424,0.0004424
120,419.658,1.03821,3.41838,0.19625,1.07512,1.2715,0.92777,0.65574,0.65335,0.41831,0.90458,0.63934,0.62371,0.26442,1.24725,2.90138,0.01293,0.84611,1.41257,0.0004292,0.0004292,0.0004292
121,423.255,1.0967,3.33215,0.18443,1.07436,1.31667,0.9264,0.65574,0.65427,0.43527,0.90324,0.63934,0.62424,0.24819,1.15001,2.94683,0.01339,0.83843,1.3338,0.000416,0.000416,0.000416
122,426.855,1.01087,3.51271,0.2252,1.05097,1.32123,0.92364,0.65574,0.65427,0.45114,0.90055,0.63934,0.62235,0.22931,1.11901,3.107,0.01459,0.85532,1.3218,0.0004028,0.0004028,0.0004028
123,430.305,1.00145,3.49904,0.20824,1.13874,1.29812,0.92364,0.65574,0.65427,0.45114,0.90055,0.63934,0.62235,0.22931,1.11901,3.107,0.01459,0.85532,1.3218,0.0003896,0.0003896,0.0003896
124,433.782,1.03418,3.57525,0.21092,1.15308,1.25411,0.91976,0.65574,0.65312,0.44158,0.87377,0.62295,0.60797,0.21266,1.14491,3.26175,0.01543,0.8896,1.34114,0.0003764,0.0003764,0.0003764
125,437.25,0.98265,3.30202,0.18555,1.07601,1.28877,0.91939,0.65574,0.65312,0.45754,0.85018,0.60656,0.59008,0.21514,1.13573,3.27118,0.01537,0.90702,1.33565,0.0003632,0.0003632,0.0003632
126,440.711,0.96622,3.30979,0.16243,1.02684,1.21843,0.92972,0.6507,0.65335,0.46233,0.88292,0.61823,0.61325,0.25054,1.09779,3.05396,0.01478,0.88285,1.32138,0.00035,0.00035,0.00035
127,444.273,1.02043,3.43744,0.19487,1.03863,1.28871,0.96609,0.63934,0.65293,0.45459,0.91017,0.60656,0.6139,0.25854,1.11443,3.02788,0.01456,0.87636,1.33073,0.0003368,0.0003368,0.0003368
128,447.844,1.01255,3.48895,0.20322,1.10546,1.28134,0.96027,0.63934,0.65318,0.44441,0.90558,0.60656,0.61605,0.27316,1.1307,2.98907,0.01438,0.86381,1.33939,0.0003236,0.0003236,0.0003236
129,451.452,1.07665,3.31996,0.17782,1.06785,1.33148,0.94822,0.63934,0.65278,0.44375,0.89644,0.60656,0.61764,0.24134,1.10511,3.08666,0.01483,0.85626,1.32431,0.0003104,0.0003104,0.0003104
130,454.907,0.98883,3.33263,0.1974,1.0649,1.28359,0.9515,0.63934,0.65278,0.44815,0.86667,0.63934,0.62868,0.27025,1.09093,2.97273,0.01413,0.85026,1.31713,0.0002972,0.0002972,0.0002972
131,458.484,0.984,3.20798,0.20222,1.01382,1.29486,0.95663,0.63934,0.635,0.43498,0.90187,0.62295,0.62116,0.27885,1.09471,2.92712,0.01365,0.83959,1.31908,0.000284,0.000284,0.000284
132,461.933,0.92974,3.00795,0.16871,0.97092,1.21171,0.92815,0.63934,0.635,0.43061,0.9042,0.62295,0.62275,0.30757,1.13581,2.80089,0.0131,0.8358,1.3408,0.0002708,0.0002708,0.0002708
133,465.522,1.01746,3.484,0.20549,1.0997,1.25962,0.9362,0.63934,0.635,0.41513,0.90236,0.62295,0.62296,0.33188,1.17971,2.74193,0.01329,0.82827,1.37117,0.0002576,0.0002576,0.0002576
134,469.14,0.96003,3.14408,0.20471,0.9241,1.28327,0.92473,0.63934,0.63354,0.41104,0.92334,0.62295,0.62327,0.35079,1.20523,2.68335,0.01335,0.83478,1.38861,0.0002444,0.0002444,0.0002444
135,472.725,0.9851,3.31939,0.23364,1.09659,1.33698,0.90909,0.65574,0.65218,0.4173,0.92681,0.62278,0.62327,0.35671,1.2163,2.62375,0.01339,0.83356,1.39421,0.0002312,0.0002312,0.0002312
136,476.333,0.95388,3.10702,0.1973,0.92309,1.2376,0.90909,0.65574,0.65172,0.42237,0.92558,0.61173,0.62327,0.38097,1.20626,2.53849,0.01302,0.83267,1.38348,0.000218,0.000218,0.000218
137,479.96,0.98509,3.38922,0.21924,1.10598,1.27429,0.90909,0.65574,0.65172,0.42239,0.96429,0.60656,0.62327,0.38246,1.18786,2.50793,0.01283,0.81673,1.36901,0.0002048,0.0002048,0.0002048
138,483.572,0.95722,3.33138,0.1784,1.04976,1.2755,0.90909,0.65574,0.65243,0.42439,0.97338,0.59956,0.62423,0.37417,1.15193,2.48883,0.01333,0.81871,1.34429,0.0001916,0.0001916,0.0001916
139,487.017,1.01972,3.24757,0.24612,1.06051,1.31324,0.90909,0.65574,0.65243,0.42439,0.97338,0.59956,0.62423,0.37417,1.15193,2.48883,0.01333,0.81871,1.34429,0.0001784,0.0001784,0.0001784
140,490.511,0.95447,3.1102,0.1803,0.98148,1.21747,0.92711,0.63934,0.634,0.42717,0.90333,0.62295,0.6235,0.36745,1.13578,2.48892,0.01348,0.82204,1.33495,0.0001652,0.0001652,0.0001652
141,494.789,0.85125,2.73785,0.05943,0.9814,1.20266,0.92805,0.63934,0.63425,0.43703,0.90414,0.62295,0.62302,0.34405,1.12104,2.54104,0.01337,0.82212,1.32656,0.000152,0.000152,0.000152
142,498.27,0.89491,2.82812,0.04483,0.98388,1.25724,0.93551,0.63934,0.63425,0.43894,0.90711,0.62295,0.62302,0.3176,1.1192,2.6125,0.01285,0.82075,1.32364,0.0001388,0.0001388,0.0001388
143,501.726,0.86096,2.8109,0.06242,0.95452,1.21514,0.93023,0.65574,0.6536,0.44215,0.90552,0.62295,0.62302,0.29081,1.11336,2.70313,0.01312,0.82427,1.31997,0.0001256,0.0001256,0.0001256
144,505.174,0.90236,2.86536,0.06208,0.99758,1.22691,0.93023,0.65574,0.6536,0.43882,0.91362,0.62295,0.62302,0.28102,1.11717,2.7395,0.01311,0.82594,1.32428,0.0001124,0.0001124,0.0001124
145,508.611,0.9423,2.95557,0.0652,0.97292,1.28262,0.93023,0.65574,0.6536,0.43555,0.91358,0.62295,0.62302,0.27797,1.12142,2.73941,0.01262,0.83072,1.32874,9.92e-05,9.92e-05,9.92e-05
146,512.029,0.82172,2.83873,0.04411,0.96618,1.25283,0.93023,0.65574,0.6536,0.44111,0.91055,0.62295,0.62302,0.27671,1.10882,2.74758,0.01294,0.8378,1.32295,8.6e-05,8.6e-05,8.6e-05
147,515.49,0.88659,2.79863,0.03409,0.96372,1.24578,0.93023,0.65574,0.6536,0.44116,0.91205,0.62295,0.62302,0.30926,1.1047,2.68552,0.01295,0.82973,1.32122,7.28e-05,7.28e-05,7.28e-05
148,518.967,0.87179,2.86982,0.06939,0.96557,1.24773,0.93023,0.65574,0.6536,0.43631,0.91178,0.62295,0.62302,0.32231,1.10637,2.62158,0.01273,0.82821,1.32152,5.96e-05,5.96e-05,5.96e-05
149,522.447,0.81452,2.7991,0.05763,0.93188,1.21335,0.93023,0.65574,0.6536,0.44467,0.90552,0.62295,0.62302,0.32956,1.10078,2.61821,0.0128,0.83107,1.31974,4.64e-05,4.64e-05,4.64e-05
150,525.878,0.91089,2.80501,0.05534,0.96405,1.28778,0.93023,0.65574,0.6536,0.44788,0.90717,0.62295,0.62302,0.32319,1.09947,2.62549,0.01265,0.83107,1.3177,3.32e-05,3.32e-05,3.32e-05
